case_name,dataset_split,water_height_m,obstacle_height_m,obstacle_front_x_m,obstacle_width_m,end_time_s,field_write_interval_s,metric_write_interval_s,run_status,final_time_s,mesh_ok,n_pressure_samples_status,n_area_average_samples,n_maximum_samples,peak_area_average_p_rgh_Pa,time_peak_area_average_p_rgh_s,peak_maximum_p_rgh_Pa,time_peak_maximum_p_rgh_s,peak_area_average_alpha_water,time_peak_area_average_alpha_water_s,peak_maximum_alpha_water,time_peak_maximum_alpha_water_s,first_local_wetting_time_s,first_distributed_wetting_time_s,local_wetting_duration_s,distributed_wetting_duration_s,area_average_pressure_impulse_Pa_s,maximum_pressure_impulse_Pa_s,final_area_average_p_rgh_Pa,final_maximum_p_rgh_Pa,final_area_average_alpha_water,final_maximum_alpha_water,area_average_p_rgh_percentile_90_Pa,area_average_p_rgh_percentile_95_Pa,area_average_p_rgh_percentile_99_Pa,area_average_p_rgh_top_0p01_mean_Pa,area_average_p_rgh_top_0p02_mean_Pa,area_average_p_rgh_top_0p05_mean_Pa,area_average_p_rgh_top_0p1_mean_Pa,area_average_p_rgh_rolling_0p025s_peak_mean_Pa,area_average_p_rgh_rolling_0p025s_peak_time_s,area_average_p_rgh_rolling_0p05s_peak_mean_Pa,area_average_p_rgh_rolling_0p05s_peak_time_s,area_average_p_rgh_rolling_0p1s_peak_mean_Pa,area_average_p_rgh_rolling_0p1s_peak_time_s,area_average_alpha_percentile_95,maximum_p_rgh_percentile_90_Pa,maximum_p_rgh_percentile_95_Pa,maximum_p_rgh_percentile_99_Pa,maximum_p_rgh_top_0p01_mean_Pa,maximum_p_rgh_top_0p02_mean_Pa,maximum_p_rgh_top_0p05_mean_Pa,maximum_p_rgh_top_0p1_mean_Pa,maximum_p_rgh_rolling_0p025s_peak_mean_Pa,maximum_p_rgh_rolling_0p025s_peak_time_s,maximum_p_rgh_rolling_0p05s_peak_mean_Pa,maximum_p_rgh_rolling_0p05s_peak_time_s,maximum_p_rgh_rolling_0p1s_peak_mean_Pa,maximum_p_rgh_rolling_0p1s_peak_time_s,maximum_alpha_percentile_95
surrGrid_H0292_obsH0066_x0320,training_grid,0.292,0.066,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4112.555,0.42,5571.598,0.42,0.9995983,0.935,1.0,0.15,0.145,0.51,1.355,0.99,1023.2897940299997,1951.8650670300005,704.8805,1016.189,0.8943386,1.0,1017.5726000000001,1239.4493000000002,1690.25944,2501.784666666667,2078.8208333333337,1682.2735333333337,1394.949566666667,1636.5455,0.185,1530.2276363636365,0.185,1298.2436714285711,0.205,0.99871072,2455.5392,3628.4252500000002,4805.980679999999,5094.083,4938.946833333333,4511.890733333334,3789.4934333333335,4802.277833333334,0.16,4619.557545454546,0.17,3856.500571428572,0.195,1.0
surrGrid_H0292_obsH0066_x0350,training_grid,0.292,0.066,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1672.121,0.19,5222.136,0.165,0.9841436,0.995,1.0,0.165,0.16,0.525,1.34,0.975,933.4636242375003,1730.4441937025008,627.2393,967.0564,0.873304,1.0,898.9605600000001,1182.9409000000007,1596.1766999999995,1648.9493333333332,1601.9951666666666,1463.0016666666666,1240.7308399999997,1600.3238333333336,0.195,1501.2130909090906,0.2,1281.241495238095,0.22,0.9773839750000001,1905.2085000000006,3213.2372000000023,4991.163149999999,5153.706000000001,5018.2295,4418.799133333334,3426.3715,5018.2295,0.175,4700.748090909091,0.185,3889.39980952381,0.21,1.0
surrGrid_H0292_obsH0066_x0380,training_grid,0.292,0.066,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2344.75,0.435,5556.188,0.175,0.9739733,1.22,1.0,0.18,0.175,0.54,1.325,0.96,919.6804248220001,1699.1626292725,655.2043,1126.695,0.7900879,1.0,974.2229200000004,1298.6269000000002,1604.7781099999995,1888.3193333333331,1735.1499999999999,1526.9604666666664,1330.9054733333328,1592.100333333333,0.21,1479.9225454545456,0.215,1263.8153714285713,0.235,0.93274135,2219.825900000001,3286.9571000000005,5103.142459999998,5419.629666666667,5197.462,4412.070600000001,3590.9741000000004,5197.4619999999995,0.19,4759.390181818182,0.2,3894.6778571428576,0.225,1.0
surrGrid_H0292_obsH0072_x0220,training_grid,0.292,0.072,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5187.605,0.34,7896.872,0.34,0.9990252,0.635,1.0,0.095,0.085,0.195,1.415,1.305,1223.0720944824996,2068.3132083175014,680.0429,927.8237,0.9166029,1.0,966.26948,1112.3513000000003,1807.5513699999992,3019.6469999999995,2370.5961666666667,1733.4144666666664,1376.463416666667,1756.2023333333334,0.13,1576.113909090909,0.135,1323.675119047619,0.155,0.99853924,2376.6619000000014,3011.037300000002,4659.072849999998,5949.609666666667,5217.451333333333,4230.637733333334,3445.2780666666663,4598.3545,0.12,4173.018545454546,0.12,3532.365952380953,0.14,1.0
surrGrid_H0292_obsH0072_x0250,training_grid,0.292,0.072,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1906.957,0.14,4838.809,0.14,0.9986123,0.735,1.0,0.11,0.105,0.33,1.395,1.17,1190.8148445900015,2006.2480877025012,744.5293,945.9429,0.9916597,1.0,1042.0375000000004,1272.64025,1781.9890199999998,1861.3866666666665,1780.4560000000001,1535.8882666666666,1346.8603666666666,1780.4560000000004,0.15,1620.3738181818183,0.15,1345.2622952380948,0.17,0.9895534,2292.1584,3087.550800000002,4649.29496,4773.098333333334,4652.187666666667,4112.545133333333,3412.6880333333334,4652.187666666668,0.14,4373.5651818181805,0.135,3707.592619047619,0.155,1.0
surrGrid_H0292_obsH0072_x0275,training_grid,0.292,0.072,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3577.105,0.4,5039.599,0.4,0.9969809,0.77,1.0,0.125,0.12,0.485,1.38,1.0150000000000001,1129.2543108300006,2073.7599855649987,668.6952,856.0952,0.9899116,1.0,1092.6046999999999,1257.0017000000003,1772.4542799999997,2403.6773333333335,2071.288,1687.7157999999997,1419.8284333333331,1746.3149999999998,0.165,1608.2213636363633,0.165,1337.2076380952383,0.185,0.9755200749999999,2621.526500000003,3884.8041500000018,4717.184059999999,4875.032666666667,4757.275166666667,4513.918666666667,3911.7174666666674,4663.010000000001,0.155,4491.328181818181,0.15,3811.062904761906,0.17,1.0
surrGrid_H0292_obsH0072_x0292,training_grid,0.292,0.072,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3135.133,0.425,4763.172,0.16,0.9876799,0.755,1.0,0.135,0.13,0.505,1.37,0.995,1037.9765612125,2014.778311829999,616.049,966.1165,0.7703445,1.0,1011.1729000000004,1230.8197500000003,1703.5104999999994,2222.387666666667,1954.3635000000002,1633.7050666666667,1373.9052000000001,1699.1395,0.175,1579.693,0.175,1322.6409619047615,0.195,0.9466572650000001,2535.9414000000024,3811.9765000000007,4655.215389999999,4746.455666666666,4680.7548333333325,4390.242799999999,3820.8129333333336,4680.754833333333,0.16,4529.123545454546,0.16,3852.7698571428577,0.18,1.0
surrGrid_H0292_obsH0072_x0320,training_grid,0.292,0.072,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1711.964,0.18,4874.886,0.145,0.9501354,0.775,1.0,0.15,0.145,0.53,1.355,0.97,976.7628582824999,1859.2919386400001,668.0555,954.0625,0.8698963,1.0,906.5823000000003,1168.2572500000006,1639.3476799999996,1695.5233333333333,1643.8361666666663,1466.2135333333329,1237.597643333333,1643.8361666666667,0.185,1537.0482727272727,0.19,1304.6516142857145,0.205,0.906944705,2005.1380000000008,3087.853100000002,4783.58692,4827.580333333334,4797.6705,4368.766666666666,3402.7427000000007,4797.195333333334,0.16,4648.381727272727,0.17,3890.382095238096,0.195,1.0
surrGrid_H0292_obsH0072_x0350,training_grid,0.292,0.072,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3088.235,0.465,5237.524,0.165,0.9532916,0.905,1.0,0.165,0.16,0.55,1.34,0.95,903.7639193869993,1842.8663962125013,616.3884,1065.731,0.7143862,1.0,900.8857100000002,1146.5882000000006,1624.5246899999997,2132.2253333333333,1861.997166666667,1561.7229333333337,1271.5939100000003,1599.4869999999999,0.2,1495.8861818181822,0.2,1282.7157190476194,0.22,0.9239653050000001,2139.572700000001,3244.681750000002,4996.580429999999,5171.310666666667,5032.728166666667,4472.495666666667,3565.826066666667,5032.728166666667,0.175,4741.229636363636,0.185,3922.717761904762,0.21,1.0
surrGrid_H0292_obsH0072_x0380,training_grid,0.292,0.072,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2096.835,0.47,5572.799,0.175,0.9660071,0.96,1.0,0.18,0.175,0.56,1.325,0.94,882.5241090892495,1753.1663377874993,588.4588,996.7454,0.7573308,1.0,962.63481,1259.4753500000002,1615.80588,1871.8363333333334,1732.2995,1531.0035333333333,1300.6700766666668,1569.8893333333333,0.21,1471.3353636363638,0.215,1261.1635999999996,0.235,0.905651105,2209.6368000000016,3466.340100000001,5137.687849999998,5437.084,5211.473666666666,4500.883533333333,3675.204133333333,5211.473666666666,0.19,4792.748818181818,0.2,3923.6674761904765,0.225,1.0
surrGrid_H0315_obsH0030_x0220,training_grid,0.315,0.03,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1459.864,0.265,3535.673,0.095,0.9999304,0.995,1.0,0.095,0.085,0.14,1.415,1.3599999999999999,1054.2947528749996,1767.881843529999,839.5852,1269.024,0.9975772,1.0,866.8420400000003,920.20163,1014.338439999999,1242.7956666666666,1118.3433833333333,1010.6922200000001,956.3412233333332,1030.7132833333333,0.11,975.4781090909088,0.12,943.8566952380951,0.145,0.998721545,2327.719800000001,2842.4694000000004,3263.8602599999986,3485.961333333333,3309.888833333333,3049.8026000000004,2826.9966333333336,3309.888833333333,0.105,3110.2184545454543,0.115,2979.308952380952,0.14,1.0
surrGrid_H0315_obsH0030_x0250,training_grid,0.315,0.03,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,8109.281,0.305,12685.22,0.305,0.9998801,0.835,1.0,0.11,0.105,0.165,1.395,1.335,1185.3913619299997,2008.8418777824977,834.0007,1082.436,0.99345,1.0,956.06441,1006.9346000000003,1236.9305,3748.565666666667,2459.9858333333336,1621.792666666667,1297.796246666667,1953.658083333334,0.3,1340.8794545454546,0.285,1112.6764571428569,0.355,0.99966991,2166.7151000000017,3123.55465,3937.5417599999923,7968.325666666667,5930.510666666666,4360.43,3553.556733333333,3684.700166666666,0.125,3485.5289090909096,0.135,3244.0117619047614,0.155,1.0
surrGrid_H0315_obsH0030_x0275,training_grid,0.315,0.03,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,7761.194,0.31,11859.91,0.31,0.9999983,0.56,1.0,0.125,0.12,0.19,1.38,1.31,1205.3972473799997,2203.0614005300013,871.7684,1039.322,0.9965307,1.0,1080.9306000000001,1124.5222,1281.9919199999997,3459.143666666667,2357.9861666666666,1652.104533333333,1377.9005999999997,1909.8911333333328,0.305,1329.8667363636364,0.33,1093.9894761904752,0.59,0.9999651900000001,2775.2579000000005,3276.298950000001,3985.582209999998,6747.028666666666,5297.355833333333,4222.971266666666,3640.6014999999998,3935.982166666667,0.135,3754.625818181818,0.145,3424.502238095239,0.17,1.0
surrGrid_H0315_obsH0030_x0292,training_grid,0.315,0.03,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2381.957,0.315,4565.858,0.135,0.9999908,0.595,1.0,0.135,0.13,0.205,1.37,1.295,1155.8778603200008,2149.2443849274996,897.4649,1064.545,0.9991053,1.0,1153.5317000000002,1188.7784000000001,1299.6263399999996,1690.4066666666668,1492.1895000000002,1321.869333333333,1248.1506666666667,1248.4851666666666,0.15,1193.9935454545455,0.16,1162.9187142857145,0.7,0.999907745,2621.2734,3155.2742500000013,4115.46465,4341.5813333333335,4141.461166666667,3772.9758,3279.2094000000006,4141.461166666668,0.145,3920.986727272728,0.155,3524.2165238095254,0.18,1.0
surrGrid_H0315_obsH0030_x0320,training_grid,0.315,0.03,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2247.935,0.315,4937.711,0.15,0.9999981,0.85,1.0,0.15,0.145,0.23,1.355,1.27,1138.1334752774999,2127.4237658499997,852.8122,1189.102,0.9899746,1.0,1121.1685000000002,1213.785,1430.9192899999996,1770.4646666666667,1590.2556666666667,1421.8507333333332,1293.9271,1359.8028333333325,0.63,1247.0469999999991,0.64,1172.0456190476195,0.66,0.999934455,2401.7893,3139.8229000000015,4239.962639999998,4746.659000000001,4397.220333333334,3913.5323333333336,3336.222766666666,4397.220333333334,0.16,4103.483181818181,0.17,3613.346476190476,0.195,1.0
surrGrid_H0315_obsH0030_x0350,training_grid,0.315,0.03,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5485.788,0.31,6864.066,0.31,0.9999651,1.07,1.0,0.165,0.16,0.27,1.34,1.23,1151.0052117465007,2067.8975418549994,811.1962,1255.723,0.9997907,1.0,1116.3681000000001,1211.7741,1486.2800299999997,2851.3756666666663,2153.2176666666664,1642.9072666666666,1401.9454333333335,1639.1075,0.305,1282.585818181818,0.665,1202.4917142857148,0.69,0.99990971,2417.6470000000004,3240.4550000000013,4696.368609999997,5750.774,5085.330333333333,4261.752200000001,3490.161700000001,4613.1230000000005,0.175,4246.045545454547,0.185,3684.401904761905,0.21,1.0
surrGrid_H0315_obsH0030_x0380,training_grid,0.315,0.03,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2698.096,0.31,5961.841,0.18,0.9989717,1.475,1.0,0.18,0.175,0.455,1.325,1.045,1130.9730817784998,1982.1335985925002,798.5049,1096.235,0.9989586,1.0,1158.0668000000003,1327.2185500000003,1558.6080399999994,2024.8753333333334,1785.4328333333335,1576.8904000000002,1412.4210666666668,1496.5649999999996,0.74,1391.9672727272734,0.73,1344.7792380952383,0.71,0.998394185,2578.5891000000006,3089.4339000000014,4586.308629999997,5547.820333333334,4921.9685,4137.761133333333,3467.0972999999994,4921.9685,0.19,4419.567454545455,0.2,3759.2456666666653,0.225,1.0
surrGrid_H0315_obsH0036_x0220,training_grid,0.315,0.036,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1888.269,0.28,3875.105,0.1,0.9868693,1.5,1.0,0.095,0.085,0.145,1.415,1.355,1093.202896542499,1823.2523107174993,904.0073,1065.349,0.9868693,1.0,985.5361999999999,1010.1718,1278.2642599999995,1556.523,1396.3859999999997,1187.0021333333332,1094.3415366666668,1189.0496666666666,0.115,1109.9632909090908,0.125,1045.8441428571427,0.15,0.9860259199999999,2099.4528000000005,2927.3909500000004,3531.6135099999997,3751.021666666666,3564.4841666666666,3228.161399999999,2893.7065333333326,3564.484166666667,0.105,3328.7702727272726,0.115,3116.020285714285,0.14,1.0
surrGrid_H0315_obsH0036_x0250,training_grid,0.315,0.036,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,9672.018,0.31,15224.08,0.31,0.9999883,0.85,1.0,0.11,0.105,0.175,1.395,1.325,1214.9475196199994,2141.7871390924997,873.2374,990.5027,0.9859888,1.0,987.7470599999999,1119.9003,1351.9425899999999,4195.673333333333,2749.6756666666665,1798.0685999999996,1417.3552966666668,2229.4295500000003,0.305,1510.4774363636366,0.29,1154.5042238095239,0.26,0.99997454,2651.8921000000005,3327.8510000000006,4039.7628399999976,8084.556,6042.399166666666,4579.531599999999,3795.0721666666664,3910.743499999998,0.3,3673.7146363636375,0.135,3369.161714285715,0.155,1.0
surrGrid_H0315_obsH0036_x0275,training_grid,0.315,0.036,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3477.324,0.315,4735.015,0.315,0.9999695,0.755,1.0,0.125,0.12,0.205,1.38,1.295,1218.257936455,2163.9254418975015,876.7908,1002.447,0.9863515,1.0,1143.8952,1241.7138,1394.38788,2101.717,1729.4198333333334,1458.6212666666668,1324.3041333333335,1358.8904999999997,0.145,1290.7683636363638,0.155,1149.0570095238097,0.175,0.9997462500000001,2738.9173,3274.634000000001,4208.72981,4493.789666666667,4302.306666666666,3911.637466666667,3419.096433333333,4159.237499999999,0.14,3963.4046363636367,0.145,3561.659571428572,0.17,1.0
surrGrid_H0315_obsH0036_x0292,training_grid,0.315,0.036,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4062.138,0.32,5279.129,0.32,0.9999888,0.77,1.0,0.135,0.13,0.23,1.37,1.27,1185.7258164649998,2176.790365315002,954.4637,1240.408,0.9904338,1.0,1138.6937,1243.7042000000001,1428.93309,2318.1666666666665,1864.0315,1524.4994000000002,1350.6559333333332,1390.554666666667,0.155,1322.376909090909,0.165,1170.059995238095,0.185,0.999936255,2503.194700000001,3329.0521000000012,4317.964269999998,4807.307,4526.271,4074.5059333333325,3452.8161333333323,4334.400666666667,0.145,4116.708272727272,0.155,3653.378095238094,0.18,1.0
surrGrid_H0315_obsH0036_x0320,training_grid,0.315,0.036,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2112.948,0.325,5020.706,0.145,0.9998072,0.87,1.0,0.15,0.145,0.28,1.355,1.22,1159.2778379300005,2091.9350330700013,826.358,1103.165,0.9953906,1.0,1133.6358,1245.7814,1458.59075,1709.2749999999999,1559.1299999999999,1403.1110666666666,1298.6077333333335,1426.171833333333,0.17,1354.8051818181818,0.175,1189.1370809523808,0.2,0.99956156,2358.6926000000008,3200.0359500000013,4396.324939999997,4928.082333333333,4620.7355,4086.516533333333,3402.7604666666666,4620.7355,0.16,4310.0509999999995,0.17,3742.6641428571406,0.195,1.0
surrGrid_H0315_obsH0036_x0350,training_grid,0.315,0.036,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3420.497,0.325,5168.685,0.165,0.9999712,1.05,1.0,0.165,0.16,0.485,1.34,1.0150000000000001,1131.350664103501,2050.177283002501,831.1783,1194.057,0.9963944,1.0,1067.9834,1234.9673,1533.1341699999994,2227.3696666666665,1861.2041666666667,1528.8109333333334,1341.7698333333333,1475.9786666666666,0.185,1383.278909090909,0.19,1202.3733333333334,0.215,0.99980612,2361.971700000001,3287.3917000000015,4615.353019999995,5145.513666666667,4811.348166666667,4217.209733333333,3472.741266666667,4811.348166666667,0.175,4431.919636363636,0.185,3800.841571428572,0.21,1.0
surrGrid_H0315_obsH0036_x0380,training_grid,0.315,0.036,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,3820.506,0.32,5810.743,0.175,0.9999542,1.405,1.0,0.18,0.175,0.485,1.325,1.0150000000000001,1116.7969175455005,1951.3551297475,866.7187,1257.629,0.9982381,1.0,1162.4904000000004,1320.33265,1763.7683499999998,2523.450666666667,2094.143166666667,1690.6086666666667,1459.0664999999997,1541.235333333334,0.775,1423.9529999999997,0.205,1228.7195904761902,0.795,0.99981204,2469.2889000000014,3248.116800000001,4778.027959999994,5681.370666666667,5146.117499999999,4371.807199999999,3567.8718999999996,5127.558,0.19,4600.179454545454,0.2,3871.3051428571434,0.225,1.0
surrGrid_H0315_obsH0042_x0220,training_grid,0.315,0.042,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1445.216,0.105,4078.965,0.105,0.9956974,1.5,1.0,0.095,0.085,0.155,1.415,1.345,1164.7667447275,1838.4328958575009,844.0696,1001.408,0.9956974,1.0,947.67479,1075.7422000000001,1320.7578999999992,1432.655,1341.0588333333335,1202.8325333333335,1097.9123366666668,1292.7346666666665,0.115,1210.9419090909096,0.125,1126.9945380952379,0.15,0.99503774,2034.9780000000012,2986.86345,3607.8394499999977,3936.0826666666667,3718.2608333333333,3356.3695333333326,2955.602966666667,3718.2608333333333,0.11,3474.365181818182,0.115,3214.6912380952376,0.14,1.0
surrGrid_H0315_obsH0042_x0250,training_grid,0.315,0.042,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,6809.327,0.315,10352.42,0.315,0.9999398,0.81,1.0,0.11,0.105,0.185,1.395,1.315,1253.0788274050003,2196.8387159999993,884.937,932.988,0.9953905,1.0,1094.0844,1164.8850500000003,1436.1344199999996,3255.8863333333334,2324.6741666666667,1675.7269333333336,1397.0682333333339,1838.4261833333337,0.31,1324.7174545454545,0.145,1186.6069047619046,0.165,0.99992004,2895.6635000000006,3385.5181000000007,4153.946419999999,6264.176333333333,5141.746666666667,4234.526866666666,3689.5300666666667,4059.438,0.125,3850.9330909090904,0.135,3483.001619047619,0.155,1.0
surrGrid_H0315_obsH0042_x0275,training_grid,0.315,0.042,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2228.349,0.325,4455.539,0.135,0.9999958,0.955,1.0,0.125,0.12,0.225,1.38,1.275,1211.1071114050003,2124.3380825100003,897.1163,975.3608,0.9866197,1.0,1170.8258,1243.03795,1482.0049099999997,1747.8500000000001,1601.1785,1422.8704666666667,1311.6703,1460.386166666667,0.15,1384.253909090909,0.155,1224.8552857142854,0.18,0.999980295,2488.9460000000004,3244.926550000001,4322.46076,4388.402999999999,4324.824666666666,3958.4798666666666,3337.4454333333324,4324.824666666666,0.14,4123.8220909090915,0.145,3671.314476190476,0.17,1.0
surrGrid_H0315_obsH0042_x0292,training_grid,0.315,0.042,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,4822.548,0.33,5907.35,0.33,0.9999801,0.84,1.0,0.135,0.13,0.275,1.37,1.225,1177.7986101900012,2110.0035540900008,926.789,1028.474,0.9858055,1.0,1181.0120000000002,1331.0529500000002,1559.0974399999989,2770.1730000000002,2155.7753333333335,1721.3990666666666,1486.7658666666664,1557.3883333333326,0.745,1428.8816363636363,0.75,1292.8909523809525,0.75,0.999838535,2546.4565,3500.8161000000005,4525.412179999999,5070.460333333333,4750.644833333333,4256.346600000001,3593.623833333333,4477.8629999999985,0.15,4275.824545454546,0.155,3761.8999523809525,0.18,1.0
surrGrid_H0315_obsH0042_x0320,training_grid,0.315,0.042,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2307.743,0.335,5093.648,0.145,0.9998496,0.93,1.0,0.15,0.145,0.49,1.355,1.01,1161.576797939999,2068.3115482400003,867.2513,1121.872,0.9996991,1.0,1123.4375,1363.3471000000004,1555.5232699999997,1842.9560000000001,1695.6553333333331,1548.3111999999999,1386.9628333333337,1523.7626666666665,0.17,1447.8198181818184,0.18,1264.2285095238096,0.2,0.99967929,2533.8995000000014,3214.926300000002,4782.70516,4992.646333333333,4786.937666666666,4236.494266666667,3566.8324666666663,4786.937666666666,0.16,4477.038909090909,0.17,3852.967285714286,0.195,1.0
surrGrid_H0315_obsH0042_x0350,training_grid,0.315,0.042,0.35,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2671.134,0.75,5285.013,0.165,0.9998804,1.155,1.0,0.165,0.16,0.515,1.34,0.985,1121.7553820304997,2030.417938645001,891.6235,1322.58,0.9843015,1.0,1067.7573000000004,1270.0879000000004,1637.0532399999995,2138.5716666666667,1868.8408333333334,1600.6902666666667,1372.272466666667,1573.7745000000002,0.185,1470.4323636363638,0.195,1273.3215000000002,0.215,0.9997013699999999,2394.1225000000004,3364.9671500000013,5004.9989799999985,5230.87,4974.791333333334,4382.6258,3553.977166666667,4974.7913333333345,0.175,4594.811727272728,0.185,3907.2343333333347,0.21,1.0
surrGrid_H0315_obsH0042_x0380,training_grid,0.315,0.042,0.38,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,6223.516,0.335,7425.513,0.335,0.9997278,1.295,1.0,0.18,0.175,0.515,1.325,0.985,1105.7098803607503,1965.6384235549997,872.7222,1396.548,0.9973196,1.0,1061.5449999999998,1354.7746000000002,1818.6339399999997,3332.2239999999997,2552.094833333333,1904.6259333333333,1543.332533333333,1736.2654166666673,0.33,1506.7767272727274,0.205,1293.1228809523814,0.23,0.99906207,2375.081400000001,3310.8073000000013,5631.0461099999975,6394.660666666666,5781.259833333333,4704.704466666666,3766.3257666666673,5310.7355,0.19,4766.816545454545,0.2,3977.5545238095247,0.225,1.0
surrGrid_H0315_obsH0048_x0220,training_grid,0.315,0.048,0.22,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,1559.273,0.31,4273.962,0.105,0.9960977,1.075,1.0,0.095,0.085,0.16,1.415,1.34,1214.306250105001,1868.9216900025003,786.1326,876.5628,0.9904441,1.0,1000.2474000000001,1114.9634500000002,1494.1195499999997,1547.1716666666669,1473.4495,1298.2119333333333,1174.4785,1425.3110000000004,0.12,1316.3695454545457,0.13,1200.1977523809524,0.15,0.995692715,2016.3609000000013,3019.7650000000003,3856.423499999999,4151.414333333333,3916.9536666666663,3503.9714000000004,3026.3786000000005,3916.953666666667,0.11,3645.134363636363,0.115,3324.2539047619057,0.14,1.0
surrGrid_H0315_obsH0048_x0250,training_grid,0.315,0.048,0.25,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,5750.572,0.32,8299.302,0.32,0.99995,0.85,1.0,0.11,0.105,0.195,1.395,1.305,1252.0266640324994,2175.6717759849994,836.5074,871.7935,0.9960811,1.0,1052.4548,1191.1426000000001,1585.6964699999999,2989.164,2247.101166666667,1681.6122666666668,1392.0233,1694.2952500000001,0.315,1426.7756363636365,0.145,1258.6954095238095,0.165,0.99977665,2762.2659000000012,3254.489600000001,4324.927589999998,5728.008666666666,4965.9025,4186.5498,3602.919733333334,4250.209166666667,0.13,4030.1666363636364,0.135,3595.8996190476187,0.155,1.0
surrGrid_H0315_obsH0048_x0275,training_grid,0.315,0.048,0.275,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,10005.63,0.33,13696.9,0.33,0.9999377,0.82,1.0,0.125,0.12,0.26,1.38,1.24,1232.8606446499998,2157.7667852774994,862.4126,965.8035,0.9741559,1.0,1206.6854,1266.52935,1601.16285,4411.247,2983.4306666666666,2011.821533333333,1628.3443999999995,2303.2474166666666,0.325,1563.8497818181816,0.31,1293.4327,0.18,0.9997796800000001,2448.8352000000004,3414.660650000001,4471.307929999999,7611.236666666667,6020.522,4779.330400000001,3766.724800000001,4462.853333333333,0.14,4270.823090909091,0.145,3773.1082857142865,0.17,1.0
surrGrid_H0315_obsH0048_x0292,training_grid,0.315,0.048,0.292,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,2561.271,0.34,4690.327,0.15,0.9984082,0.81,1.0,0.135,0.13,0.46,1.37,1.04,1157.6045801874993,2070.9826005750006,836.7439,1100.023,0.987185,1.0,1127.3630000000007,1374.2652500000004,1624.7388,2101.5556666666666,1852.7414999999999,1618.2744,1429.1698666666668,1589.762,0.16,1506.2573636363638,0.17,1306.4526666666668,0.19,0.995571475,2691.971300000002,3590.2028,4526.8184599999995,4664.836333333334,4591.791666666667,4226.079866666667,3686.467466666667,4591.791666666667,0.15,4409.785909090908,0.155,3856.132428571428,0.18,1.0
surrGrid_H0315_obsH0048_x0320,training_grid,0.315,0.048,0.32,0.024,1.5,0.025,0.005,completed,1.5,yes,300,300,300,7018.604,0.345,9045.944,0.345,0.9965627,1.385,1.0,0.15,0.145,0.5,1.355,1.0,1176.7129020774996,2041.9779815449988,845.7901,1104.498,0.9939561,1.0,1144.2129000000004,1397.68785,1624.0793799999994,3837.989,2727.1503333333335,1988.4954000000005,1640.0875333333338,1834.6486833333338,0.34,1515.072272727273,0.18,1318.7055952380954,0.2,0.99574432,2858.584000000002,3901.6834500000014,4892.809979999998,6413.624,5637.366166666667,4872.986599999999,4131.666566666666,4874.258333333334,0.16,4607.339636363636,0.17,3943.424333333333,0.195,1.0
